latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
13.673111,-89.17432,793.0,-21600,America/El_Salvador,GMT-6

time,temperature_2m (°C),relative_humidity_2m (%),wind_speed_10m (km/h),wind_gusts_10m (km/h),surface_pressure (hPa),shortwave_radiation (W/m²),dew_point_2m (°C),wind_direction_10m (°),et0_fao_evapotranspiration (mm),rain (mm),cloud_cover (%),direct_radiation (W/m²),direct_normal_irradiance (W/m²)
2025-01-11T01:00,22.3,63,0.3,3.2,925.5,0.0,14.9,315,0.00,0.00,7,0.0,0.0
2025-01-11T02:00,22.2,64,0.4,2.5,924.9,0.0,15.1,333,0.00,0.00,1,0.0,0.0
2025-01-11T03:00,22.0,66,1.0,3.6,924.8,0.0,15.3,22,0.00,0.00,1,0.0,0.0
2025-01-11T04:00,21.8,67,0.6,4.0,924.7,0.0,15.4,18,0.00,0.00,0,0.0,0.0
2025-01-11T05:00,21.5,68,0.2,2.9,924.8,0.0,15.4,360,0.00,0.00,0,0.0,0.0
2025-01-11T06:00,20.6,71,2.2,5.4,924.8,0.0,15.2,336,0.00,0.00,0,0.0,0.0
2025-01-11T07:00,21.8,67,2.6,6.5,925.8,21.0,15.5,304,0.02,0.00,0,12.0,119.3
2025-01-11T08:00,23.6,61,2.6,11.5,927.2,198.0,15.7,348,0.12,0.00,7,151.0,629.1
2025-01-11T09:00,25.4,56,6.2,21.2,927.9,418.0,16.0,22,0.29,0.00,0,344.0,771.5
2025-01-11T10:00,27.4,49,10.8,34.6,928.1,623.0,15.9,24,0.46,0.00,5,547.0,888.8
2025-01-11T11:00,28.7,44,13.2,37.8,927.8,742.0,15.1,28,0.57,0.00,11,651.0,883.1
2025-01-11T12:00,29.6,38,13.9,40.0,926.7,789.0,13.7,41,0.63,0.00,6,680.0,847.2
2025-01-11T13:00,30.7,35,13.0,39.2,925.6,813.0,13.4,42,0.66,0.00,7,693.0,858.1
2025-01-11T14:00,31.3,33,11.1,37.8,924.6,760.0,13.1,42,0.62,0.00,10,666.0,886.1
2025-01-11T15:00,31.3,33,9.9,34.6,924.0,614.0,13.1,55,0.51,0.00,19,511.0,800.4
2025-01-11T16:00,30.4,34,9.0,33.1,923.6,434.0,12.6,68,0.37,0.00,2,352.0,739.8
2025-01-11T17:00,28.5,37,5.0,28.1,923.6,230.0,12.5,109,0.18,0.00,3,177.0,644.1
2025-01-11T18:00,25.3,59,6.5,16.9,923.7,36.0,16.7,156,0.06,0.00,1,22.0,184.9
2025-01-11T19:00,23.5,74,4.5,16.6,924.3,0.0,18.7,265,0.00,0.00,14,0.0,0.0
2025-01-11T20:00,23.5,74,3.2,13.0,925.1,0.0,18.7,218,0.00,0.00,37,0.0,0.0
2025-01-11T21:00,23.2,78,2.7,9.0,926.1,0.0,19.1,208,0.00,0.00,35,0.0,0.0
2025-01-11T22:00,23.1,80,0.6,6.1,926.3,0.0,19.4,326,0.00,0.00,29,0.0,0.0
2025-01-11T23:00,22.5,82,2.2,7.6,926.0,0.0,19.2,99,0.00,0.00,25,0.0,0.0
2025-01-12T00:00,22.4,82,3.0,6.1,925.5,0.0,19.1,335,0.00,0.00,15,0.0,0.0
2025-01-12T01:00,22.2,78,5.2,10.1,925.0,0.0,18.1,331,0.00,0.00,6,0.0,0.0
2025-01-12T02:00,21.8,72,4.8,10.8,924.6,0.0,16.6,323,0.00,0.00,13,0.0,0.0
2025-01-12T03:00,21.5,70,4.9,10.1,924.2,0.0,15.8,327,0.01,0.00,16,0.0,0.0
2025-01-12T04:00,20.9,71,6.2,12.6,924.0,0.0,15.4,324,0.01,0.00,13,0.0,0.0
2025-01-12T05:00,20.4,72,7.0,14.8,924.4,0.0,15.2,320,0.01,0.00,2,0.0,0.0
2025-01-12T06:00,20.1,74,6.4,14.8,924.6,0.0,15.3,315,0.01,0.00,8,0.0,0.0
2025-01-12T07:00,20.7,70,5.0,11.9,925.4,21.0,15.1,314,0.03,0.00,2,12.0,119.6
2025-01-12T08:00,23.5,61,2.0,11.5,927.1,197.0,15.6,5,0.11,0.00,16,148.0,617.5
2025-01-12T09:00,25.2,56,1.8,13.7,928.1,422.0,15.9,90,0.28,0.00,44,353.0,791.6
2025-01-12T10:00,27.1,48,4.3,19.4,928.5,622.0,15.3,88,0.44,0.00,16,542.0,879.9
2025-01-12T11:00,28.8,42,8.5,28.1,928.3,743.0,14.5,115,0.56,0.00,16,636.0,861.6
2025-01-12T12:00,29.3,40,10.2,32.0,927.4,761.0,14.3,126,0.59,0.00,25,607.0,754.9
2025-01-12T13:00,29.7,39,9.8,32.4,926.4,741.0,14.1,137,0.58,0.00,33,585.0,722.7
2025-01-12T14:00,29.0,45,10.0,31.7,925.4,701.0,15.9,162,0.54,0.00,31,564.0,748.3
2025-01-12T15:00,27.3,56,11.3,33.5,925.0,567.0,17.7,170,0.43,0.00,16,441.0,688.3
2025-01-12T16:00,26.7,58,9.3,32.8,924.7,379.0,17.7,189,0.29,0.00,19,270.0,564.6
2025-01-12T17:00,24.8,63,10.4,30.2,924.8,206.0,17.3,195,0.17,0.00,5,147.0,530.3
2025-01-12T18:00,23.0,74,6.4,28.1,925.1,38.0,18.0,198,0.04,0.00,4,23.0,191.4
2025-01-12T19:00,22.1,81,6.7,20.5,925.7,0.0,18.7,218,0.00,0.00,8,0.0,0.0
2025-01-12T20:00,22.0,83,6.6,16.9,926.2,0.0,19.0,244,0.00,0.00,76,0.0,0.0
2025-01-12T21:00,22.2,80,5.3,14.4,926.9,0.0,18.6,280,0.00,0.00,69,0.0,0.0
2025-01-12T22:00,22.2,80,4.9,10.4,927.6,0.0,18.6,336,0.00,0.00,35,0.0,0.0
2025-01-12T23:00,21.7,84,5.0,10.8,927.7,0.0,19.0,347,0.00,0.00,36,0.0,0.0
2025-01-13T00:00,21.4,87,3.5,10.1,927.3,0.0,19.2,325,0.00,0.00,21,0.0,0.0
2025-01-13T01:00,21.5,86,3.5,6.8,926.9,0.0,19.1,325,0.00,0.00,6,0.0,0.0
2025-01-13T02:00,21.4,84,5.5,11.2,926.1,0.0,18.6,343,0.00,0.00,2,0.0,0.0
2025-01-13T03:00,21.1,81,6.7,14.0,925.7,0.0,17.7,333,0.00,0.00,3,0.0,0.0
2025-01-13T04:00,20.7,81,6.9,14.8,925.8,0.0,17.4,323,0.00,0.00,0,0.0,0.0
2025-01-13T05:00,20.4,85,6.6,14.8,926.2,0.0,17.8,323,0.00,0.00,11,0.0,0.0
2025-01-13T06:00,20.2,87,6.7,14.4,926.7,0.0,18.0,322,0.00,0.00,36,0.0,0.0
2025-01-13T07:00,20.7,86,8.0,16.9,927.4,21.0,18.2,324,0.03,0.00,3,12.0,119.9
2025-01-13T08:00,23.4,70,6.3,19.4,928.7,198.0,17.6,345,0.13,0.00,2,150.0,626.7
2025-01-13T09:00,25.7,58,7.3,23.4,929.5,426.0,16.9,17,0.30,0.00,6,360.0,807.1
2025-01-13T10:00,27.4,51,9.6,29.5,929.5,625.0,16.5,38,0.46,0.00,41,549.0,890.4
2025-01-13T11:00,29.2,44,10.3,31.7,929.3,772.0,15.8,52,0.58,0.00,3,691.0,934.8
2025-01-13T12:00,30.8,38,9.6,32.0,928.6,852.0,14.7,69,0.66,0.00,32,769.0,954.5
2025-01-13T13:00,31.8,33,8.2,31.0,927.6,813.0,13.6,98,0.65,0.00,42,696.0,857.8
2025-01-13T14:00,30.4,42,10.8,33.1,926.4,751.0,15.9,152,0.59,0.00,35,649.0,858.5
2025-01-13T15:00,27.5,61,12.3,35.6,926.0,631.0,19.4,168,0.46,0.00,70,538.0,836.5
2025-01-13T16:00,26.7,64,11.7,34.6,925.8,428.0,19.4,179,0.32,0.00,96,344.0,715.6
2025-01-13T17:00,24.6,72,10.6,33.1,925.9,215.0,19.3,195,0.16,0.00,99,144.0,514.9
2025-01-13T18:00,23.1,77,7.7,28.4,925.8,37.0,18.9,191,0.04,0.00,35,21.0,173.0
2025-01-13T19:00,23.2,77,6.2,20.5,926.4,0.0,18.9,197,0.01,0.00,17,0.0,0.0
2025-01-13T20:00,23.4,74,5.4,16.2,927.5,0.0,18.4,249,0.01,0.00,35,0.0,0.0
2025-01-13T21:00,23.5,73,4.5,11.5,928.1,0.0,18.4,317,0.00,0.00,42,0.0,0.0
2025-01-13T22:00,23.5,74,3.2,11.2,928.8,0.0,18.7,326,0.00,0.00,100,0.0,0.0
2025-01-13T23:00,23.8,73,1.9,6.5,929.2,0.0,18.6,119,0.00,0.00,78,0.0,0.0
2025-01-14T00:00,23.5,74,4.9,10.1,928.9,0.0,18.5,336,0.01,0.00,45,0.0,0.0
2025-01-14T01:00,22.4,77,5.7,12.6,928.3,0.0,18.3,316,0.00,0.00,86,0.0,0.0
2025-01-14T02:00,22.0,77,6.0,12.6,927.5,0.0,17.8,316,0.01,0.00,99,0.0,0.0
2025-01-14T03:00,21.8,76,6.5,14.0,927.2,0.0,17.4,316,0.01,0.00,97,0.0,0.0
2025-01-14T04:00,21.5,78,6.9,15.5,926.9,0.0,17.4,321,0.01,0.00,100,0.0,0.0
2025-01-14T05:00,21.1,81,7.4,16.6,927.2,0.0,17.8,321,0.01,0.00,100,0.0,0.0
2025-01-14T06:00,20.6,84,8.0,17.6,927.3,0.0,17.8,320,0.00,0.00,100,0.0,0.0
2025-01-14T07:00,21.3,79,9.1,20.5,928.1,20.0,17.5,324,0.04,0.00,100,9.0,90.1
2025-01-14T08:00,23.6,69,8.8,24.8,929.4,193.0,17.5,334,0.14,0.00,100,136.0,568.8
2025-01-14T09:00,25.5,58,9.2,27.4,930.4,424.0,16.7,359,0.30,0.00,99,347.0,777.6
2025-01-14T10:00,27.5,48,9.8,30.2,930.6,628.0,15.5,13,0.46,0.00,100,539.0,873.3
2025-01-14T11:00,29.5,36,11.5,34.2,930.3,781.0,12.8,31,0.61,0.00,99,683.0,922.6
2025-01-14T12:00,30.9,29,12.6,37.1,929.5,867.0,10.7,38,0.70,0.00,100,770.0,953.9
2025-01-14T13:00,31.7,29,10.8,36.7,928.6,869.0,11.4,44,0.70,0.00,100,757.0,930.8
2025-01-14T14:00,31.6,28,7.8,34.6,927.3,754.0,11.1,85,0.60,0.00,75,612.0,807.2
2025-01-14T15:00,30.9,34,8.0,28.1,926.8,661.0,13.2,142,0.52,0.00,99,580.0,898.4
2025-01-14T16:00,28.7,55,7.2,28.1,926.5,440.0,18.7,152,0.33,0.10,92,354.0,732.6
2025-01-14T17:00,27.6,59,4.4,24.5,926.7,215.0,18.8,102,0.16,0.00,100,151.0,535.2
2025-01-14T18:00,26.4,60,4.9,15.5,927.0,38.0,17.9,62,0.05,0.00,97,21.0,171.3
2025-01-14T19:00,25.9,42,8.0,18.7,928.3,0.0,12.0,9,0.07,0.00,18,0.0,0.0
2025-01-14T20:00,24.7,47,10.4,27.4,928.9,0.0,12.6,360,0.08,0.00,3,0.0,0.0
2025-01-14T21:00,23.3,54,7.4,24.5,929.5,0.0,13.4,353,0.04,0.00,14,0.0,0.0
2025-01-14T22:00,22.3,58,8.5,20.5,929.7,0.0,13.8,335,0.04,0.00,16,0.0,0.0
2025-01-14T23:00,21.7,61,10.4,24.1,929.3,0.0,14.0,332,0.05,0.00,1,0.0,0.0
2025-01-15T00:00,20.9,64,10.4,24.5,928.6,0.0,13.8,328,0.04,0.00,0,0.0,0.0
2025-01-15T01:00,20.2,65,11.4,26.3,927.8,0.0,13.4,325,0.04,0.00,15,0.0,0.0
2025-01-15T02:00,19.7,68,11.8,27.7,927.1,0.0,13.6,327,0.04,0.00,14,0.0,0.0
2025-01-15T03:00,19.1,72,12.1,28.4,926.6,0.0,14.0,328,0.03,0.00,0,0.0,0.0
2025-01-15T04:00,18.5,77,12.0,28.4,926.3,0.0,14.4,325,0.02,0.00,2,0.0,0.0
2025-01-15T05:00,18.0,81,12.1,28.4,926.6,0.0,14.8,325,0.02,0.00,13,0.0,0.0
2025-01-15T06:00,17.8,84,12.5,29.2,926.8,0.0,15.1,325,0.01,0.00,0,0.0,0.0
2025-01-15T07:00,18.4,82,12.2,29.2,928.2,22.0,15.3,326,0.04,0.00,0,13.0,130.5
2025-01-15T08:00,21.4,65,11.2,30.2,929.7,208.0,14.6,330,0.15,0.00,12,161.0,673.9
2025-01-15T09:00,24.3,50,11.7,32.4,930.5,445.0,13.2,337,0.32,0.00,15,381.0,853.3
2025-01-15T10:00,27.1,38,11.8,33.8,930.5,647.0,11.7,343,0.49,0.00,14,571.0,924.0
2025-01-15T11:00,29.6,31,12.3,35.6,930.2,803.0,10.5,354,0.63,0.00,15,725.0,977.7
2025-01-15T12:00,31.2,25,12.3,37.1,929.5,886.0,8.6,3,0.71,0.00,15,805.0,995.2
2025-01-15T13:00,32.6,19,10.4,36.4,928.5,894.0,6.1,21,0.73,0.00,0,814.0,998.4
2025-01-15T14:00,33.4,17,10.3,33.1,927.5,827.0,5.0,40,0.69,0.00,0,750.0,986.2
2025-01-15T15:00,32.7,20,8.0,32.8,926.7,689.0,6.8,62,0.56,0.00,0,616.0,950.5
2025-01-15T16:00,31.2,25,4.4,27.7,926.7,485.0,8.9,111,0.36,0.00,0,420.0,864.6
2025-01-15T17:00,27.9,45,8.9,25.2,927.0,248.0,15.0,146,0.21,0.00,3,196.0,688.7
2025-01-15T18:00,25.1,66,2.8,25.2,927.5,42.0,18.2,108,0.03,0.00,38,26.0,210.1
2025-01-15T19:00,25.3,53,7.2,18.0,928.6,0.0,15.1,4,0.04,0.00,43,0.0,0.0
2025-01-15T20:00,24.8,47,6.9,17.6,929.4,0.0,12.7,354,0.05,0.00,1,0.0,0.0
2025-01-15T21:00,23.7,51,10.8,24.8,929.9,0.0,13.0,339,0.07,0.00,0,0.0,0.0
2025-01-15T22:00,22.6,58,11.5,25.6,930.4,0.0,13.8,335,0.06,0.00,1,0.0,0.0
2025-01-15T23:00,21.6,64,13.0,29.5,930.1,0.0,14.5,332,0.05,0.00,1,0.0,0.0
2025-01-16T00:00,20.7,69,11.9,29.5,929.4,0.0,14.9,331,0.04,0.00,0,0.0,0.0
2025-01-16T01:00,19.9,73,11.9,27.7,928.7,0.0,14.9,331,0.03,0.00,0,0.0,0.0
2025-01-16T02:00,19.3,77,12.4,29.5,928.1,0.0,15.3,329,0.02,0.00,2,0.0,0.0
2025-01-16T03:00,18.8,82,12.8,30.2,927.7,0.0,15.7,328,0.02,0.00,0,0.0,0.0
2025-01-16T04:00,18.5,83,13.3,31.3,927.7,0.0,15.7,324,0.01,0.00,0,0.0,0.0
2025-01-16T05:00,18.5,82,13.6,31.7,928.2,0.0,15.4,325,0.02,0.00,0,0.0,0.0
2025-01-16T06:00,18.3,82,13.1,32.0,928.4,0.0,15.2,324,0.02,0.00,0,0.0,0.0
2025-01-16T07:00,19.6,76,12.9,29.9,929.4,21.0,15.3,328,0.05,0.00,0,12.0,120.6
2025-01-16T08:00,22.1,63,12.2,32.0,930.6,203.0,14.8,336,0.15,0.00,0,156.0,653.2
2025-01-16T09:00,24.2,52,12.5,34.9,931.4,437.0,13.8,342,0.32,0.00,0,371.0,830.3
2025-01-16T10:00,26.6,42,12.0,35.3,931.7,643.0,12.6,351,0.48,0.00,0,568.0,918.0
2025-01-16T11:00,28.7,34,12.5,36.4,931.2,794.0,11.5,12,0.61,0.00,0,715.0,962.6
2025-01-16T12:00,30.0,28,14.6,40.3,930.5,877.0,9.5,30,0.70,0.00,0,794.0,979.6
2025-01-16T13:00,30.6,26,14.8,41.8,929.6,885.0,8.8,38,0.72,0.00,1,803.0,982.4
2025-01-16T14:00,31.0,26,14.8,41.8,928.6,808.0,9.2,38,0.67,0.00,10,723.0,947.8
2025-01-16T15:00,31.3,25,12.5,40.7,927.9,634.0,8.8,27,0.55,0.00,12,534.0,820.8
2025-01-16T16:00,30.7,25,10.2,35.6,927.4,445.0,8.5,23,0.40,0.00,36,358.0,733.1
2025-01-16T17:00,29.4,28,9.7,30.6,927.6,233.0,8.9,16,0.24,0.00,6,171.0,595.7
2025-01-16T18:00,27.4,32,7.0,27.4,927.7,46.0,9.3,48,0.09,0.00,6,29.0,232.0
2025-01-16T19:00,25.7,37,2.9,11.2,928.9,0.0,10.0,22,0.02,0.00,3,0.0,0.0
2025-01-16T20:00,24.9,42,7.2,16.9,929.4,0.0,11.0,341,0.06,0.00,1,0.0,0.0
2025-01-16T21:00,23.4,54,10.0,21.2,929.8,0.0,13.6,327,0.06,0.00,0,0.0,0.0
2025-01-16T22:00,22.5,62,12.0,26.6,930.0,0.0,14.9,328,0.06,0.00,0,0.0,0.0
2025-01-16T23:00,21.6,68,11.4,27.0,929.7,0.0,15.3,336,0.04,0.00,0,0.0,0.0
2025-01-17T00:00,20.7,72,10.7,26.6,929.3,0.0,15.4,330,0.03,0.00,1,0.0,0.0
2025-01-17T01:00,20.2,73,10.2,25.9,928.7,0.0,15.3,329,0.02,0.00,0,0.0,0.0
2025-01-17T02:00,19.7,75,11.5,27.0,927.9,0.0,15.1,331,0.03,0.00,0,0.0,0.0
2025-01-17T03:00,19.4,74,13.1,30.6,927.5,0.0,14.7,335,0.03,0.00,18,0.0,0.0
2025-01-17T04:00,19.3,72,12.6,31.7,927.3,0.0,14.2,335,0.03,0.00,49,0.0,0.0
2025-01-17T05:00,18.8,72,12.2,30.2,927.3,0.0,13.7,334,0.03,0.00,54,0.0,0.0
2025-01-17T06:00,18.4,73,13.1,30.6,927.5,0.0,13.4,333,0.03,0.00,59,0.0,0.0
2025-01-17T07:00,18.8,74,13.3,32.8,928.1,22.0,14.0,335,0.05,0.00,0,13.0,130.8
2025-01-17T08:00,21.4,62,14.5,36.4,929.5,211.0,13.7,338,0.16,0.00,0,164.0,686.9
2025-01-17T09:00,23.3,50,15.4,43.2,930.5,447.0,12.4,344,0.33,0.00,2,382.0,854.1
2025-01-17T10:00,26.5,35,13.2,38.2,930.5,656.0,9.6,355,0.50,0.00,0,579.0,934.5
2025-01-17T11:00,28.4,29,13.5,38.5,930.2,813.0,8.9,360,0.63,0.00,0,735.0,987.7
2025-01-17T12:00,30.3,21,12.3,38.5,929.3,896.0,5.4,15,0.71,0.00,0,815.0,1003.3
2025-01-17T13:00,31.6,15,10.3,35.6,928.2,906.0,1.5,41,0.73,0.00,0,826.0,1007.9
2025-01-17T14:00,31.7,16,11.4,33.5,927.4,842.0,3.2,49,0.69,0.00,0,764.0,998.4
2025-01-17T15:00,31.5,20,9.4,33.5,926.7,699.0,6.0,35,0.57,0.00,0,626.0,958.5
2025-01-17T16:00,30.3,23,2.7,29.2,926.4,497.0,6.9,160,0.34,0.00,0,431.0,878.0
2025-01-17T17:00,27.4,41,6.8,21.6,926.4,258.0,12.9,177,0.21,0.00,0,206.0,711.4
2025-01-17T18:00,24.4,59,6.0,21.6,926.5,47.0,15.9,189,0.05,0.00,0,31.0,245.7
2025-01-17T19:00,23.2,64,5.9,16.6,927.1,0.0,15.9,194,0.02,0.00,0,0.0,0.0
2025-01-17T20:00,22.7,65,6.4,14.4,927.6,0.0,15.9,227,0.02,0.00,1,0.0,0.0
2025-01-17T21:00,22.7,59,4.5,14.4,928.3,0.0,14.2,256,0.01,0.00,0,0.0,0.0
2025-01-17T22:00,22.3,57,2.3,9.7,928.4,0.0,13.3,270,0.00,0.00,2,0.0,0.0
2025-01-17T23:00,22.2,55,2.8,5.4,928.3,0.0,12.7,305,0.01,0.00,7,0.0,0.0
2025-01-18T00:00,21.9,55,3.2,6.5,928.0,0.0,12.5,322,0.01,0.00,1,0.0,0.0
2025-01-18T01:00,21.9,54,5.4,10.8,927.7,0.0,12.2,320,0.03,0.00,0,0.0,0.0
2025-01-18T02:00,21.1,57,6.4,13.3,926.8,0.0,12.3,322,0.03,0.00,0,0.0,0.0
2025-01-18T03:00,20.5,61,6.6,14.0,926.5,0.0,12.8,319,0.02,0.00,0,0.0,0.0
2025-01-18T04:00,20.1,65,7.0,14.8,926.3,0.0,13.3,316,0.02,0.00,0,0.0,0.0
2025-01-18T05:00,19.8,67,7.1,15.1,926.6,0.0,13.4,315,0.02,0.00,0,0.0,0.0
2025-01-18T06:00,19.6,67,7.0,15.1,926.8,0.0,13.3,316,0.02,0.00,0,0.0,0.0
2025-01-18T07:00,20.2,64,7.0,14.8,927.5,20.0,13.2,316,0.05,0.00,0,12.0,120.9
2025-01-18T08:00,23.9,51,5.5,16.6,929.0,201.0,13.1,337,0.14,0.00,0,154.0,644.9
2025-01-18T09:00,26.3,41,2.9,16.6,929.9,434.0,12.1,7,0.29,0.00,0,368.0,822.0
2025-01-18T10:00,28.3,35,3.8,18.0,930.4,639.0,11.2,90,0.46,0.00,0,563.0,907.3
2025-01-18T11:00,29.7,31,7.3,25.6,929.8,790.0,10.8,118,0.60,0.00,0,709.0,951.0
2025-01-18T12:00,30.1,32,10.0,32.0,929.1,873.0,11.7,141,0.67,0.00,0,789.0,969.2
2025-01-18T13:00,29.7,37,12.0,36.4,928.0,881.0,13.6,156,0.68,0.00,0,797.0,970.0
2025-01-18T14:00,29.2,41,11.6,37.1,927.2,814.0,14.7,164,0.62,0.00,0,732.0,953.6
2025-01-18T15:00,28.7,44,10.7,35.6,926.5,675.0,15.2,173,0.52,0.00,0,598.0,912.0
2025-01-18T16:00,27.9,43,10.4,32.0,926.3,475.0,14.2,181,0.38,0.00,0,406.0,822.7
2025-01-18T17:00,26.1,48,9.6,31.0,926.3,249.0,14.3,183,0.21,0.00,0,195.0,667.7
2025-01-18T18:00,24.1,58,7.4,26.6,926.1,48.0,15.3,193,0.06,0.00,0,31.0,243.3
2025-01-18T19:00,23.2,61,6.1,17.6,926.3,0.0,15.2,220,0.02,0.00,0,0.0,0.0
2025-01-18T20:00,22.9,62,6.3,15.5,926.8,0.0,15.3,207,0.02,0.00,0,0.0,0.0
2025-01-18T21:00,22.9,61,4.8,15.1,927.8,0.0,15.0,200,0.02,0.00,0,0.0,0.0
2025-01-18T22:00,22.5,63,1.8,11.5,928.0,0.0,15.0,264,0.00,0.00,0,0.0,0.0
2025-01-18T23:00,22.2,64,1.3,5.4,928.0,0.0,15.0,270,0.00,0.00,13,0.0,0.0
2025-01-19T00:00,22.3,62,1.3,4.7,927.8,0.0,14.6,286,0.00,0.00,9,0.0,0.0
2025-01-19T01:00,22.2,60,0.2,4.0,927.3,0.0,14.2,270,0.00,0.00,15,0.0,0.0
2025-01-19T02:00,22.4,58,0.3,2.9,926.7,0.0,13.7,315,0.00,0.00,12,0.0,0.0
2025-01-19T03:00,22.2,58,1.2,3.2,926.1,0.0,13.5,321,0.00,0.00,5,0.0,0.0
2025-01-19T04:00,21.9,60,1.9,4.0,926.2,0.0,13.7,326,0.00,0.00,3,0.0,0.0
2025-01-19T05:00,21.5,62,2.3,5.0,926.5,0.0,13.8,328,0.00,0.00,1,0.0,0.0
2025-01-19T06:00,21.0,65,2.7,6.1,926.7,0.0,14.1,332,0.00,0.00,2,0.0,0.0
2025-01-19T07:00,22.3,64,2.4,5.8,927.9,20.0,15.2,347,0.02,0.00,5,11.0,110.9
2025-01-19T08:00,24.1,59,3.5,13.3,929.0,196.0,15.6,35,0.12,0.00,14,146.0,611.2
2025-01-19T09:00,25.7,53,4.5,18.0,929.8,426.0,15.4,50,0.29,0.00,6,358.0,798.7
2025-01-19T10:00,27.5,46,6.4,23.4,929.9,630.0,15.0,72,0.46,0.00,3,552.0,888.1
2025-01-19T11:00,29.1,39,7.7,27.0,929.7,787.0,13.7,93,0.59,0.00,18,708.0,947.8
2025-01-19T12:00,30.2,35,8.5,28.8,929.0,855.0,12.9,115,0.66,0.00,17,755.0,925.3
2025-01-19T13:00,30.7,34,8.7,29.2,927.9,858.0,12.9,142,0.67,0.00,40,761.0,923.7
2025-01-19T14:00,30.5,36,10.5,32.4,927.0,778.0,13.9,155,0.61,0.00,10,668.0,867.5
2025-01-19T15:00,29.0,47,11.0,33.8,926.3,625.0,16.4,157,0.49,0.00,20,511.0,776.3
2025-01-19T16:00,27.7,53,9.1,32.0,926.0,453.0,17.2,172,0.35,0.00,5,386.0,778.1
2025-01-19T17:00,26.5,55,8.3,27.4,926.0,236.0,16.8,186,0.19,0.00,3,179.0,607.8
2025-01-19T18:00,24.4,59,6.8,24.1,925.9,47.0,15.9,180,0.06,0.00,1,30.0,233.3
2025-01-19T19:00,23.5,68,7.3,20.2,926.6,0.0,17.2,208,0.02,0.00,1,0.0,0.0
2025-01-19T20:00,23.2,69,5.4,17.3,927.2,0.0,17.2,240,0.01,0.00,17,0.0,0.0
2025-01-19T21:00,23.1,71,2.9,11.9,928.1,0.0,17.5,277,0.00,0.00,16,0.0,0.0
2025-01-19T22:00,22.8,73,0.6,6.8,928.6,0.0,17.8,214,0.00,0.00,55,0.0,0.0
2025-01-19T23:00,23.0,71,5.9,10.8,928.8,0.0,17.4,322,0.01,0.00,58,0.0,0.0
2025-01-20T00:00,22.6,68,6.7,16.9,928.7,0.0,16.4,352,0.02,0.00,57,0.0,0.0
2025-01-20T01:00,21.2,76,7.6,16.9,927.9,0.0,16.8,317,0.01,0.30,30,0.0,0.0
2025-01-20T02:00,20.9,79,8.4,19.1,926.9,0.0,17.0,332,0.01,0.00,100,0.0,0.0
2025-01-20T03:00,21.6,75,8.3,19.8,926.8,0.0,17.0,347,0.02,0.00,88,0.0,0.0
2025-01-20T04:00,21.8,73,10.1,24.1,926.7,0.0,16.7,355,0.03,0.00,45,0.0,0.0
2025-01-20T05:00,21.3,75,10.0,24.1,926.8,0.0,16.6,345,0.02,0.00,67,0.0,0.0
2025-01-20T06:00,21.1,76,11.2,26.3,926.8,0.0,16.6,342,0.03,0.00,81,0.0,0.0
2025-01-20T07:00,21.9,73,10.7,24.8,927.4,16.0,16.9,344,0.05,0.00,74,6.0,60.5
2025-01-20T08:00,23.3,67,11.8,29.2,928.2,179.0,16.8,349,0.14,0.00,73,125.0,522.9
2025-01-20T09:00,25.0,57,11.7,33.1,929.0,422.0,16.0,359,0.31,0.00,74,343.0,764.1
2025-01-20T10:00,26.9,48,12.8,36.0,929.0,633.0,15.1,14,0.47,0.00,85,543.0,872.1
2025-01-20T11:00,28.7,40,12.5,36.7,928.8,782.0,13.7,23,0.60,0.00,87,672.0,897.8
2025-01-20T12:00,30.0,35,12.2,36.0,928.2,864.0,12.8,27,0.67,0.00,93,731.0,893.8
2025-01-20T13:00,31.1,33,12.7,36.4,927.2,866.0,12.9,33,0.69,0.00,95,706.0,854.6
2025-01-20T14:00,32.3,28,10.4,36.7,925.9,754.0,11.3,75,0.63,0.00,98,587.0,759.9
2025-01-20T15:00,30.8,34,9.7,32.8,924.9,652.0,13.1,141,0.53,0.00,99,519.0,785.4
2025-01-20T16:00,28.5,53,10.1,30.6,924.5,472.0,18.0,153,0.37,0.00,98,372.0,746.0
2025-01-20T17:00,26.6,56,7.2,29.5,924.6,216.0,17.2,166,0.18,0.00,60,147.0,495.0
2025-01-20T18:00,25.3,63,3.7,20.5,925.1,46.0,17.8,209,0.04,0.00,73,26.0,200.3
2025-01-20T19:00,24.0,71,4.5,12.6,926.3,0.0,18.5,272,0.01,0.00,6,0.0,0.0
2025-01-20T20:00,24.1,71,5.9,14.0,926.9,0.0,18.6,317,0.01,0.00,30,0.0,0.0
2025-01-20T21:00,24.0,72,3.8,10.8,928.0,0.0,18.6,335,0.00,0.00,47,0.0,0.0
2025-01-20T22:00,23.4,71,2.7,8.6,928.4,0.0,17.8,307,0.00,0.00,59,0.0,0.0
2025-01-20T23:00,23.0,68,5.7,11.2,928.5,0.0,16.7,325,0.01,0.00,5,0.0,0.0
2025-01-21T00:00,22.2,65,8.5,17.6,928.2,0.0,15.3,324,0.03,0.00,3,0.0,0.0
2025-01-21T01:00,21.2,70,9.4,20.2,927.6,0.0,15.6,320,0.03,0.00,3,0.0,0.0
